municipalidad,anio_semestre,tipo_compra,TamanoProveedor,monto_neto_clp,n_items,n_ordenes,n_proveedores
Peñalolén,2020-2,compra_agil,Pequeña,8323020,22,12,10
Peñalolén,2020-2,convenio_marco,Grande,190582962,32,27,15
Peñalolén,2020-2,convenio_marco,Mediana,113411545,91,30,16
Peñalolén,2020-2,convenio_marco,Micro,213502535,141,71,37
Peñalolén,2020-2,convenio_marco,Pequeña,40276786,49,28,18
Peñalolén,2020-2,licitacion,Grande,231955481,13,13,5
Peñalolén,2020-2,licitacion,Mediana,111138623,21,15,5
Peñalolén,2020-2,licitacion,Micro,26101740,10,10,8
Peñalolén,2020-2,licitacion,NoClasificado,6468500,4,4,2
Peñalolén,2020-2,licitacion,Pequeña,186855260,46,39,15
Peñalolén,2020-2,trato_directo,Grande,396054731,58,18,14
Peñalolén,2020-2,trato_directo,Mediana,224422100,47,31,14
Peñalolén,2020-2,trato_directo,Micro,250467179,103,43,35
Peñalolén,2020-2,trato_directo,NoClasificado,201347726,60,16,13
Peñalolén,2020-2,trato_directo,Pequeña,50152100,59,37,23
Peñalolén,2021-1,compra_agil,Grande,21468862,145,25,15
Peñalolén,2021-1,compra_agil,Mediana,9079576,18,7,5
Peñalolén,2021-1,compra_agil,Micro,72988191,366,67,57
Peñalolén,2021-1,compra_agil,NoClasificado,440000,1,1,1
Peñalolén,2021-1,compra_agil,Pequeña,20556903,82,31,28
Peñalolén,2021-1,convenio_marco,Grande,332557973,120,52,23
Peñalolén,2021-1,convenio_marco,Mediana,166945652,36,22,13
Peñalolén,2021-1,convenio_marco,Micro,294754851,143,35,19
Peñalolén,2021-1,convenio_marco,Pequeña,297840612,54,43,14
Peñalolén,2021-1,licitacion,Grande,223707016,22,14,7
Peñalolén,2021-1,licitacion,Mediana,1068451647,86,22,8
Peñalolén,2021-1,licitacion,Micro,130631788,44,25,20
Peñalolén,2021-1,licitacion,Pequeña,32876963,58,25,7
Peñalolén,2021-1,trato_directo,Grande,130980968,53,29,23
Peñalolén,2021-1,trato_directo,Mediana,41584970,15,10,8
Peñalolén,2021-1,trato_directo,Micro,195286146,73,52,45
Peñalolén,2021-1,trato_directo,Pequeña,56317631,29,27,26
Peñalolén,2021-2,compra_agil,Grande,23967926,93,33,17
Peñalolén,2021-2,compra_agil,Mediana,33360471,243,30,16
Peñalolén,2021-2,compra_agil,Micro,145175430,656,182,125
Peñalolén,2021-2,compra_agil,NoClasificado,24313084,165,34,29
Peñalolén,2021-2,compra_agil,Pequeña,45829842,245,73,46
Peñalolén,2021-2,convenio_marco,Grande,345075214,41,24,11
Peñalolén,2021-2,convenio_marco,Mediana,57416509,27,10,6
Peñalolén,2021-2,convenio_marco,Micro,158542283,53,19,19
Peñalolén,2021-2,convenio_marco,Pequeña,71959960,50,10,5
Peñalolén,2021-2,licitacion,Grande,66549233,16,11,7
Peñalolén,2021-2,licitacion,Mediana,396635738,256,25,9
Peñalolén,2021-2,licitacion,Micro,196811199,95,30,17
Peñalolén,2021-2,licitacion,NoClasificado,1987200,1,1,1
Peñalolén,2021-2,licitacion,Pequeña,132824723,90,50,20
Peñalolén,2021-2,trato_directo,Grande,54378908,27,13,11
Peñalolén,2021-2,trato_directo,Mediana,85589262,33,19,10
Peñalolén,2021-2,trato_directo,Micro,88807997,32,24,22
Peñalolén,2021-2,trato_directo,NoClasificado,46963385,12,8,6
Peñalolén,2021-2,trato_directo,Pequeña,91392963,19,15,14
Peñalolén,2022-1,compra_agil,Grande,46991392,161,53,25
Peñalolén,2022-1,compra_agil,Mediana,22329619,93,32,24
Peñalolén,2022-1,compra_agil,Micro,95898355,702,127,94
Peñalolén,2022-1,compra_agil,NoClasificado,17211048,65,30,25
Peñalolén,2022-1,compra_agil,Pequeña,55036629,938,67,40
Peñalolén,2022-1,convenio_marco,Grande,289832662,52,25,15
Peñalolén,2022-1,convenio_marco,Mediana,68473739,9,8,4
Peñalolén,2022-1,convenio_marco,Micro,54105647,17,10,9
Peñalolén,2022-1,convenio_marco,Pequeña,23703461,4,4,4
Peñalolén,2022-1,licitacion,Grande,355899789,29,13,8
Peñalolén,2022-1,licitacion,Mediana,335046063,88,18,10
Peñalolén,2022-1,licitacion,Micro,527852717,106,42,17
Peñalolén,2022-1,licitacion,NoClasificado,38210505,44,3,3
Peñalolén,2022-1,licitacion,Pequeña,272144752,123,52,27
Peñalolén,2022-1,trato_directo,Grande,170751570,36,27,17
Peñalolén,2022-1,trato_directo,Mediana,12601511,16,4,3
Peñalolén,2022-1,trato_directo,Micro,113559264,21,19,15
Peñalolén,2022-1,trato_directo,NoClasificado,155850296,42,5,3
Peñalolén,2022-1,trato_directo,Pequeña,139414836,28,14,12
Peñalolén,2022-2,convenio_marco,Grande,832641368,214,63,22
Peñalolén,2022-2,convenio_marco,Mediana,98991906,34,19,12
Peñalolén,2022-2,convenio_marco,Micro,35963313,52,7,5
Peñalolén,2022-2,convenio_marco,NoClasificado,20771435,3,3,3
Peñalolén,2022-2,convenio_marco,Pequeña,39992614,22,20,14
Peñalolén,2022-2,licitacion,Grande,1296503767,63,30,24
Peñalolén,2022-2,licitacion,Mediana,507763012,95,22,13
Peñalolén,2022-2,licitacion,Micro,251524262,40,20,18
Peñalolén,2022-2,licitacion,NoClasificado,19167519,52,6,6
Peñalolén,2022-2,licitacion,Pequeña,536987303,200,63,25
Peñalolén,2022-2,trato_directo,Grande,697812146,246,63,44
Peñalolén,2022-2,trato_directo,Mediana,268613026,37,6,6
Peñalolén,2022-2,trato_directo,Micro,90470484,30,22,20
Peñalolén,2022-2,trato_directo,NoClasificado,27850946,13,4,4
Peñalolén,2022-2,trato_directo,Pequeña,451419363,61,39,30
Peñalolén,2023-1,compra_agil,Grande,108426154,988,135,73
Peñalolén,2023-1,compra_agil,Mediana,88608716,571,87,52
Peñalolén,2023-1,compra_agil,Micro,184133350,1394,200,127
Peñalolén,2023-1,compra_agil,NoClasificado,199705211,1924,192,124
Peñalolén,2023-1,compra_agil,Pequeña,245622972,2326,193,131
Peñalolén,2023-1,convenio_marco,Grande,916182366,134,50,28
Peñalolén,2023-1,convenio_marco,Mediana,148688102,39,13,8
Peñalolén,2023-1,convenio_marco,Micro,7275800,12,3,3
Peñalolén,2023-1,convenio_marco,NoClasificado,23931720,2,2,2
Peñalolén,2023-1,convenio_marco,Pequeña,38459916,11,10,7
Peñalolén,2023-1,licitacion,Grande,10436299373,321,109,65
Peñalolén,2023-1,licitacion,Mediana,2271884666,161,40,28
Peñalolén,2023-1,licitacion,Micro,201084706,45,17,16
Peñalolén,2023-1,licitacion,NoClasificado,746808062,126,23,21
Peñalolén,2023-1,licitacion,Pequeña,2864280560,538,80,53
Peñalolén,2023-1,trato_directo,Grande,1420825170,245,101,59
Peñalolén,2023-1,trato_directo,Mediana,93967330,41,20,17
Peñalolén,2023-1,trato_directo,Micro,178587085,48,32,23
Peñalolén,2023-1,trato_directo,NoClasificado,141854738,22,16,13
Peñalolén,2023-1,trato_directo,Pequeña,368852997,89,45,29
Peñalolén,2023-2,compra_agil,Grande,110980250,1325,100,58
Peñalolén,2023-2,compra_agil,Mediana,143634561,1051,99,61
Peñalolén,2023-2,compra_agil,Micro,280973578,2213,233,137
Peñalolén,2023-2,compra_agil,NoClasificado,111275763,1559,89,64
Peñalolén,2023-2,compra_agil,Pequeña,480891496,4668,392,207
Peñalolén,2023-2,convenio_marco,Grande,573238517,139,50,27
Peñalolén,2023-2,convenio_marco,Mediana,130567151,63,16,14
Peñalolén,2023-2,convenio_marco,Micro,17638900,9,2,2
Peñalolén,2023-2,convenio_marco,Pequeña,21536573,9,7,6
Peñalolén,2023-2,licitacion,Grande,6400394152,152,41,32
Peñalolén,2023-2,licitacion,Mediana,374331252,124,32,25
Peñalolén,2023-2,licitacion,Micro,373356782,68,22,12
Peñalolén,2023-2,licitacion,NoClasificado,49998880,4,4,4
Peñalolén,2023-2,licitacion,Pequeña,1681214486,929,113,69
Peñalolén,2023-2,trato_directo,Grande,2466871698,447,173,75
Peñalolén,2023-2,trato_directo,Mediana,279618643,105,58,39
Peñalolén,2023-2,trato_directo,Micro,162140249,59,40,23
Peñalolén,2023-2,trato_directo,NoClasificado,4684095,5,3,3
Peñalolén,2023-2,trato_directo,Pequeña,511168480,327,98,54
Peñalolén,2024-1,compra_agil,Grande,72396385,438,76,44
Peñalolén,2024-1,compra_agil,Mediana,120134754,1802,76,48
Peñalolén,2024-1,compra_agil,Micro,134325280,1084,127,88
Peñalolén,2024-1,compra_agil,NoClasificado,90310761,1687,78,55
Peñalolén,2024-1,compra_agil,Pequeña,344807055,3845,250,154
Peñalolén,2024-1,convenio_marco,Grande,831697397,124,39,23
Peñalolén,2024-1,convenio_marco,Mediana,230515744,105,18,14
Peñalolén,2024-1,convenio_marco,Micro,18714590,7,3,3
Peñalolén,2024-1,convenio_marco,Pequeña,38468904,12,8,3
Peñalolén,2024-1,licitacion,Grande,31157155274,275,88,59
Peñalolén,2024-1,licitacion,Mediana,4554884900,166,57,36
Peñalolén,2024-1,licitacion,Micro,325416445,77,31,17
Peñalolén,2024-1,licitacion,NoClasificado,809644037,172,12,11
Peñalolén,2024-1,licitacion,Pequeña,2493100871,642,127,71
Peñalolén,2024-1,trato_directo,Grande,1248811795,536,158,69
Peñalolén,2024-1,trato_directo,Mediana,501775607,171,64,40
Peñalolén,2024-1,trato_directo,Micro,140813195,140,47,21
Peñalolén,2024-1,trato_directo,NoClasificado,57446665,12,11,8
Peñalolén,2024-1,trato_directo,Pequeña,682110190,235,106,71
Peñalolén,2024-2,compra_agil,1.0,59061289,530,54,34
Peñalolén,2024-2,compra_agil,2.0,97529874,863,80,56
Peñalolén,2024-2,compra_agil,3.0,214123427,1730,145,86
Peñalolén,2024-2,compra_agil,4.0,325830625,3501,250,149
Peñalolén,2024-2,compra_agil,Micro,5644000,6,4,3
Peñalolén,2024-2,compra_agil,NoClasificado,132113438,1915,105,71
Peñalolén,2024-2,convenio_marco,1.0,330209617,44,28,17
Peñalolén,2024-2,convenio_marco,2.0,261068893,82,13,11
Peñalolén,2024-2,convenio_marco,3.0,85928107,44,4,3
Peñalolén,2024-2,convenio_marco,4.0,47353402,8,5,5
Peñalolén,2024-2,convenio_marco,NoClasificado,9705600,3,2,2
Peñalolén,2024-2,licitacion,1.0,4946645144,111,37,31
Peñalolén,2024-2,licitacion,2.0,1344538904,74,34,29
Peñalolén,2024-2,licitacion,3.0,121878957,56,27,13
Peñalolén,2024-2,licitacion,4.0,1738389575,341,102,63
Peñalolén,2024-2,licitacion,NoClasificado,221379449,28,19,14
Peñalolén,2024-2,trato_directo,1.0,899880309,236,128,60
Peñalolén,2024-2,trato_directo,2.0,1590195385,118,53,35
Peñalolén,2024-2,trato_directo,3.0,77414079,62,48,28
Peñalolén,2024-2,trato_directo,4.0,546352211,228,89,57
Peñalolén,2024-2,trato_directo,NoClasificado,83621821,57,55,11
Peñalolén,2025-1,compra_agil,Grande,21103341,30,13,12
Peñalolén,2025-1,compra_agil,Mediana,306875505,728,82,64
Peñalolén,2025-1,compra_agil,Micro,285754671,1698,105,73
Peñalolén,2025-1,compra_agil,NoClasificado,206611043,863,75,60
Peñalolén,2025-1,compra_agil,Pequeña,382817106,1521,200,145
Peñalolén,2025-1,convenio_marco,Grande,853275593,64,24,20
Peñalolén,2025-1,convenio_marco,Mediana,107152830,29,10,9
Peñalolén,2025-1,convenio_marco,Micro,22504270,5,4,3
Peñalolén,2025-1,convenio_marco,NoClasificado,3531444,3,2,1
Peñalolén,2025-1,convenio_marco,Pequeña,6439800,1,1,1
Peñalolén,2025-1,licitacion,Grande,9884019592,255,91,58
Peñalolén,2025-1,licitacion,Mediana,2229531196,161,47,34
Peñalolén,2025-1,licitacion,Micro,569847541,56,28,21
Peñalolén,2025-1,licitacion,NoClasificado,42484946,14,8,5
Peñalolén,2025-1,licitacion,Pequeña,1977174526,258,75,51
Peñalolén,2025-1,trato_directo,Grande,792873327,91,55,38
Peñalolén,2025-1,trato_directo,Mediana,221919709,55,29,20
Peñalolén,2025-1,trato_directo,Micro,106255089,20,18,14
Peñalolén,2025-1,trato_directo,NoClasificado,35686809,29,20,10
Peñalolén,2025-1,trato_directo,Pequeña,285243674,63,39,33
Peñalolén,2025-2,compra_agil,Grande,26346895,30,12,12
Peñalolén,2025-2,compra_agil,Mediana,132019054,600,85,51
Peñalolén,2025-2,compra_agil,Micro,268903365,1184,105,74
Peñalolén,2025-2,compra_agil,NoClasificado,273561922,893,114,99
Peñalolén,2025-2,compra_agil,Pequeña,362511998,1569,192,142
Peñalolén,2025-2,convenio_marco,Grande,181811702,38,11,10
Peñalolén,2025-2,convenio_marco,Mediana,17451757,12,5,4
Peñalolén,2025-2,convenio_marco,Micro,587740,2,1,1
Peñalolén,2025-2,convenio_marco,NoClasificado,1848000,1,1,1
Peñalolén,2025-2,convenio_marco,Pequeña,15824957,22,7,7
Peñalolén,2025-2,licitacion,Grande,1708129722,94,26,21
Peñalolén,2025-2,licitacion,Mediana,2068912353,158,23,18
Peñalolén,2025-2,licitacion,Micro,521496161,51,13,12
Peñalolén,2025-2,licitacion,NoClasificado,686674713,31,6,6
Peñalolén,2025-2,licitacion,Pequeña,1488566416,360,76,49
Peñalolén,2025-2,trato_directo,Grande,819574312,92,52,33
Peñalolén,2025-2,trato_directo,Mediana,162948179,74,25,23
Peñalolén,2025-2,trato_directo,Micro,22734469,41,22,14
Peñalolén,2025-2,trato_directo,NoClasificado,51183743,20,16,9
Peñalolén,2025-2,trato_directo,Pequeña,232748053,56,37,27
Providencia,2015-1,convenio_marco,Grande,586469319,399,173,36
Providencia,2015-1,convenio_marco,Mediana,98169672,103,70,30
Providencia,2015-1,convenio_marco,Micro,254186727,203,176,52
Providencia,2015-1,convenio_marco,Pequeña,209846876,281,179,57
Providencia,2015-1,licitacion,Grande,665616717,97,46,17
Providencia,2015-1,licitacion,Mediana,478767228,94,47,25
Providencia,2015-1,licitacion,Micro,612312829,171,109,77
Providencia,2015-1,licitacion,Pequeña,307668450,129,82,35
Providencia,2015-1,trato_directo,Grande,169375374,115,96,39
Providencia,2015-1,trato_directo,Mediana,50975289,32,25,17
Providencia,2015-1,trato_directo,Micro,255444949,258,230,113
Providencia,2015-1,trato_directo,Pequeña,128533754,96,82,50
Providencia,2015-2,convenio_marco,Grande,386577149,334,161,41
Providencia,2015-2,convenio_marco,Mediana,89410186,204,110,35
Providencia,2015-2,convenio_marco,Micro,299557951,306,207,66
Providencia,2015-2,convenio_marco,NoClasificado,2426960,10,1,1
Providencia,2015-2,convenio_marco,Pequeña,325095831,380,214,69
Providencia,2015-2,licitacion,Grande,658964380,167,84,27
Providencia,2015-2,licitacion,Mediana,360888273,74,48,22
Providencia,2015-2,licitacion,Micro,238923410,170,94,74
Providencia,2015-2,licitacion,Pequeña,1529964924,210,119,50
Providencia,2015-2,trato_directo,Grande,113002447,107,95,27
Providencia,2015-2,trato_directo,Mediana,375088241,82,53,25
Providencia,2015-2,trato_directo,Micro,216990124,280,258,139
Providencia,2015-2,trato_directo,Pequeña,895599813,141,91,52
Providencia,2016-1,convenio_marco,Grande,652172524,367,193,49
Providencia,2016-1,convenio_marco,Mediana,114117424,220,124,32
Providencia,2016-1,convenio_marco,Micro,307332075,326,192,90
Providencia,2016-1,convenio_marco,NoClasificado,596867,5,2,2
Providencia,2016-1,convenio_marco,Pequeña,206240170,371,150,65
Providencia,2016-1,licitacion,Grande,1255989250,218,92,15
Providencia,2016-1,licitacion,Mediana,726523138,33,26,16
Providencia,2016-1,licitacion,Micro,549018980,134,86,66
Providencia,2016-1,licitacion,Pequeña,446581339,183,108,49
Providencia,2016-1,trato_directo,Grande,244288684,139,119,36
Providencia,2016-1,trato_directo,Mediana,40362365,41,39,22
Providencia,2016-1,trato_directo,Micro,221173271,298,267,112
Providencia,2016-1,trato_directo,NoClasificado,13445378,1,1,1
Providencia,2016-1,trato_directo,Pequeña,149390939,140,113,59
Providencia,2016-2,convenio_marco,Grande,449187284,182,118,33
Providencia,2016-2,convenio_marco,Mediana,74913603,111,75,26
Providencia,2016-2,convenio_marco,Micro,256440166,245,156,53
Providencia,2016-2,convenio_marco,Pequeña,252661426,133,99,57
Providencia,2016-2,licitacion,Grande,279628209,80,40,18
Providencia,2016-2,licitacion,Mediana,206843689,47,31,16
Providencia,2016-2,licitacion,Micro,588650930,137,66,50
Providencia,2016-2,licitacion,Pequeña,267327578,161,93,44
Providencia,2016-2,trato_directo,Grande,147659833,129,116,27
Providencia,2016-2,trato_directo,Mediana,88775851,70,55,24
Providencia,2016-2,trato_directo,Micro,234690235,311,261,100
Providencia,2016-2,trato_directo,NoClasificado,2500000,1,1,1
Providencia,2016-2,trato_directo,Pequeña,159366390,104,92,41
Providencia,2017-1,convenio_marco,Grande,703476664,247,122,36
Providencia,2017-1,convenio_marco,Mediana,106593114,89,69,29
Providencia,2017-1,convenio_marco,Micro,127489798,159,95,48
Providencia,2017-1,convenio_marco,Pequeña,196038773,115,71,39
Providencia,2017-1,licitacion,Grande,983016630,77,39,20
Providencia,2017-1,licitacion,Mediana,420444432,40,37,16
Providencia,2017-1,licitacion,Micro,257384971,127,75,60
Providencia,2017-1,licitacion,Pequeña,116289590,157,104,26
Providencia,2017-1,trato_directo,Grande,95473248,106,102,23
Providencia,2017-1,trato_directo,Mediana,149829986,69,55,23
Providencia,2017-1,trato_directo,Micro,139762082,250,192,78
Providencia,2017-1,trato_directo,Pequeña,250943168,108,92,45
Providencia,2017-2,convenio_marco,Grande,471109331,328,161,41
Providencia,2017-2,convenio_marco,Mediana,165554518,182,89,29
Providencia,2017-2,convenio_marco,Micro,195643156,182,108,54
Providencia,2017-2,convenio_marco,Pequeña,319079100,152,78,43
Providencia,2017-2,licitacion,Grande,9351985915,100,54,20
Providencia,2017-2,licitacion,Mediana,954991758,52,34,18
Providencia,2017-2,licitacion,Micro,448588991,85,64,48
Providencia,2017-2,licitacion,Pequeña,3255331265,299,97,48
Providencia,2017-2,trato_directo,Grande,115852903,126,116,33
Providencia,2017-2,trato_directo,Mediana,119271442,57,53,22
Providencia,2017-2,trato_directo,Micro,190371245,281,219,94
Providencia,2017-2,trato_directo,Pequeña,86440784,115,88,54
Providencia,2018-1,convenio_marco,Grande,478221556,257,126,33
Providencia,2018-1,convenio_marco,Mediana,74202400,124,75,31
Providencia,2018-1,convenio_marco,Micro,207144297,223,122,72
Providencia,2018-1,convenio_marco,Pequeña,125714747,297,116,56
Providencia,2018-1,licitacion,Grande,479036999,262,72,19
Providencia,2018-1,licitacion,Mediana,1176795400,39,33,19
Providencia,2018-1,licitacion,Micro,454889898,114,89,73
Providencia,2018-1,licitacion,NoClasificado,2390000,1,1,1
Providencia,2018-1,licitacion,Pequeña,587442195,232,129,48
Providencia,2018-1,trato_directo,Grande,153729753,123,122,34
Providencia,2018-1,trato_directo,Mediana,123779506,54,48,21
Providencia,2018-1,trato_directo,Micro,171371015,193,142,66
Providencia,2018-1,trato_directo,Pequeña,110332687,90,80,46
Providencia,2018-2,convenio_marco,Grande,284271164,233,140,36
Providencia,2018-2,convenio_marco,Mediana,84816137,110,68,30
Providencia,2018-2,convenio_marco,Micro,261099925,262,155,70
Providencia,2018-2,convenio_marco,NoClasificado,24302940,3,2,1
Providencia,2018-2,convenio_marco,Pequeña,169934104,151,127,54
Providencia,2018-2,licitacion,Grande,2425844773,311,120,22
Providencia,2018-2,licitacion,Mediana,454495429,31,25,15
Providencia,2018-2,licitacion,Micro,519536644,151,109,84
Providencia,2018-2,licitacion,NoClasificado,577800,1,1,1
Providencia,2018-2,licitacion,Pequeña,1301182356,183,121,50
Providencia,2018-2,trato_directo,Grande,88642569,91,82,25
Providencia,2018-2,trato_directo,Mediana,40230184,32,32,12
Providencia,2018-2,trato_directo,Micro,259252440,126,109,80
Providencia,2018-2,trato_directo,Pequeña,50750659,58,50,33
Providencia,2019-1,convenio_marco,Grande,515666281,162,117,38
Providencia,2019-1,convenio_marco,Mediana,61753098,63,52,26
Providencia,2019-1,convenio_marco,Micro,219747507,227,166,81
Providencia,2019-1,convenio_marco,Pequeña,122111610,163,123,49
Providencia,2019-1,licitacion,Grande,1540969861,328,126,23
Providencia,2019-1,licitacion,Mediana,3262899653,45,39,22
Providencia,2019-1,licitacion,Micro,1387205276,181,123,89
Providencia,2019-1,licitacion,Pequeña,1188375076,206,128,60
Providencia,2019-1,trato_directo,Grande,102989640,133,119,33
Providencia,2019-1,trato_directo,Mediana,56528943,131,40,23
Providencia,2019-1,trato_directo,Micro,124146567,91,79,52
Providencia,2019-1,trato_directo,Pequeña,148517856,82,59,30
Providencia,2019-2,convenio_marco,Grande,348100048,265,147,39
Providencia,2019-2,convenio_marco,Mediana,175105493,110,76,38
Providencia,2019-2,convenio_marco,Micro,323478417,367,173,94
Providencia,2019-2,convenio_marco,Pequeña,224600391,156,126,54
Providencia,2019-2,licitacion,Grande,855686404,239,97,20
Providencia,2019-2,licitacion,Mediana,880564186,41,31,17
Providencia,2019-2,licitacion,Micro,1475042941,165,119,84
Providencia,2019-2,licitacion,Pequeña,2538359196,139,115,48
Providencia,2019-2,trato_directo,Grande,140188491,104,95,31
Providencia,2019-2,trato_directo,Mediana,93443248,59,42,24
Providencia,2019-2,trato_directo,Micro,155823197,108,88,63
Providencia,2019-2,trato_directo,Pequeña,195965498,88,84,41
Providencia,2020-1,compra_agil,Grande,1023826,3,2,2
Providencia,2020-1,compra_agil,Mediana,78000,1,1,1
Providencia,2020-1,compra_agil,Micro,4864672,12,12,12
Providencia,2020-1,compra_agil,NoClasificado,2504000,17,2,2
Providencia,2020-1,compra_agil,Pequeña,2835101,7,6,6
Providencia,2020-1,convenio_marco,Grande,456797096,96,59,23
Providencia,2020-1,convenio_marco,Mediana,39995333,97,17,14
Providencia,2020-1,convenio_marco,Micro,76338916,71,63,41
Providencia,2020-1,convenio_marco,Pequeña,67567946,90,55,31
Providencia,2020-1,licitacion,Grande,436901549,77,66,10
Providencia,2020-1,licitacion,Mediana,707214398,20,17,11
Providencia,2020-1,licitacion,Micro,701214009,87,84,61
Providencia,2020-1,licitacion,NoClasificado,16745220,2,2,2
Providencia,2020-1,licitacion,Pequeña,1640641389,75,66,33
Providencia,2020-1,trato_directo,Grande,184586121,113,96,32
Providencia,2020-1,trato_directo,Mediana,57639114,48,30,20
Providencia,2020-1,trato_directo,Micro,350267895,101,75,44
Providencia,2020-1,trato_directo,NoClasificado,7008066,2,2,2
Providencia,2020-1,trato_directo,Pequeña,329542865,114,74,45
Providencia,2020-2,compra_agil,Grande,17225637,60,32,17
Providencia,2020-2,compra_agil,Mediana,11527287,37,16,14
Providencia,2020-2,compra_agil,Micro,45940416,319,84,59
Providencia,2020-2,compra_agil,NoClasificado,10025799,48,31,30
Providencia,2020-2,compra_agil,Pequeña,19704621,143,54,37
Providencia,2020-2,convenio_marco,Grande,196211335,89,75,21
Providencia,2020-2,convenio_marco,Mediana,74971556,11,7,6
Providencia,2020-2,convenio_marco,Micro,71749348,68,48,33
Providencia,2020-2,convenio_marco,NoClasificado,1480000,1,1,1
Providencia,2020-2,convenio_marco,Pequeña,138430990,65,59,30
Providencia,2020-2,licitacion,Grande,1466704488,71,37,15
Providencia,2020-2,licitacion,Mediana,203345567,16,13,8
Providencia,2020-2,licitacion,Micro,493999522,56,55,29
Providencia,2020-2,licitacion,NoClasificado,1337670,2,2,2
Providencia,2020-2,licitacion,Pequeña,511171054,97,69,28
Providencia,2020-2,trato_directo,Grande,242620006,81,79,18
Providencia,2020-2,trato_directo,Mediana,56346667,19,18,9
Providencia,2020-2,trato_directo,Micro,194382301,54,42,20
Providencia,2020-2,trato_directo,NoClasificado,14480000,2,2,2
Providencia,2020-2,trato_directo,Pequeña,375155950,50,32,19
Providencia,2021-1,compra_agil,Grande,17823563,74,39,21
Providencia,2021-1,compra_agil,Mediana,15768680,149,23,18
Providencia,2021-1,compra_agil,Micro,72552003,262,168,120
Providencia,2021-1,compra_agil,NoClasificado,1703882,11,2,2
Providencia,2021-1,compra_agil,Pequeña,29811442,104,73,45
Providencia,2021-1,convenio_marco,Grande,325067061,75,36,19
Providencia,2021-1,convenio_marco,Mediana,117305886,9,8,8
Providencia,2021-1,convenio_marco,Micro,18315103,26,15,15
Providencia,2021-1,convenio_marco,Pequeña,17448935,19,14,9
Providencia,2021-1,licitacion,Grande,1665798045,61,53,20
Providencia,2021-1,licitacion,Mediana,80700256,24,13,11
Providencia,2021-1,licitacion,Micro,1336971638,119,89,54
Providencia,2021-1,licitacion,Pequeña,448472521,89,60,28
Providencia,2021-1,trato_directo,Grande,97875346,76,71,21
Providencia,2021-1,trato_directo,Mediana,18727606,13,13,8
Providencia,2021-1,trato_directo,Micro,160274047,40,29,22
Providencia,2021-1,trato_directo,Pequeña,745919767,41,23,15
Providencia,2021-2,compra_agil,Grande,28427601,90,36,20
Providencia,2021-2,compra_agil,Mediana,12622229,43,21,15
Providencia,2021-2,compra_agil,Micro,129247354,712,210,146
Providencia,2021-2,compra_agil,NoClasificado,16291250,69,36,34
Providencia,2021-2,compra_agil,Pequeña,52705412,214,89,62
Providencia,2021-2,convenio_marco,Grande,126350355,28,25,8
Providencia,2021-2,convenio_marco,Mediana,7457616,5,4,4
Providencia,2021-2,convenio_marco,Micro,23802164,19,14,12
Providencia,2021-2,convenio_marco,Pequeña,9002829,10,10,6
Providencia,2021-2,licitacion,Grande,951829421,165,92,20
Providencia,2021-2,licitacion,Mediana,2027874054,69,32,20
Providencia,2021-2,licitacion,Micro,2701436790,488,145,97
Providencia,2021-2,licitacion,NoClasificado,515832272,71,21,14
Providencia,2021-2,licitacion,Pequeña,1145886413,164,89,39
Providencia,2021-2,trato_directo,Grande,187751285,87,81,18
Providencia,2021-2,trato_directo,Mediana,21148474,12,12,4
Providencia,2021-2,trato_directo,Micro,180573384,49,40,28
Providencia,2021-2,trato_directo,NoClasificado,930874,6,5,5
Providencia,2021-2,trato_directo,Pequeña,946906227,50,48,19
Providencia,2022-1,compra_agil,Grande,39749556,236,47,27
Providencia,2022-1,compra_agil,Mediana,18696171,79,32,23
Providencia,2022-1,compra_agil,Micro,88385670,520,156,123
Providencia,2022-1,compra_agil,NoClasificado,33107719,291,50,33
Providencia,2022-1,compra_agil,Pequeña,76149491,400,87,59
Providencia,2022-1,convenio_marco,Grande,346988253,18,12,8
Providencia,2022-1,convenio_marco,Mediana,2910000,2,2,2
Providencia,2022-1,convenio_marco,Micro,1128350,1,1,1
Providencia,2022-1,licitacion,Grande,26990837532,121,99,34
Providencia,2022-1,licitacion,Mediana,1035864171,88,40,22
Providencia,2022-1,licitacion,Micro,3638044442,304,115,60
Providencia,2022-1,licitacion,NoClasificado,47425345,27,10,8
Providencia,2022-1,licitacion,Pequeña,8177626259,197,98,55
Providencia,2022-1,trato_directo,Grande,2459228606,120,109,33
Providencia,2022-1,trato_directo,Mediana,24149697,9,9,5
Providencia,2022-1,trato_directo,Micro,161267833,61,54,41
Providencia,2022-1,trato_directo,NoClasificado,1999900,1,1,1
Providencia,2022-1,trato_directo,Pequeña,838634558,41,31,15
Providencia,2022-2,convenio_marco,Grande,191438164,44,24,8
Providencia,2022-2,convenio_marco,Mediana,10586650,3,3,3
Providencia,2022-2,convenio_marco,Micro,1887500,1,1,1
Providencia,2022-2,convenio_marco,Pequeña,586250,1,1,1
Providencia,2022-2,licitacion,Grande,3502297691,192,117,49
Providencia,2022-2,licitacion,Mediana,1065723140,117,96,24
Providencia,2022-2,licitacion,Micro,2360200259,205,103,52
Providencia,2022-2,licitacion,NoClasificado,151260770,57,35,25
Providencia,2022-2,licitacion,Pequeña,8744907076,303,120,55
Providencia,2022-2,trato_directo,Grande,382026430,143,135,30
